,rooms,renovation,materials,facilities,prices,negotiations,floors,total_floors,city,district,street,living_squares,home_area(acres²)
1237,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Yunusabad district,Hamal Street,150.0,150.0
1238,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1239,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
1240,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
1241,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
1242,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
1243,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
1244,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
1245,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
1246,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
1247,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,8th quarter,70.0,70.0
1248,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Akkurgan street,43.0,43.0
1249,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Mirabad district,Hamal Street,53.12,53.12
1250,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Yunusabad district,Hamal Street,40.39,40.39
1251,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
1252,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1253,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
1254,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,residential complex Parkent Village,74.0,74.0
1255,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Hamal Street,43.0,43.0
1256,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
1257,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
1258,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,residential complex Shanghai resident,73.0,73.0
1259,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
1260,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
1261,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
1262,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Mirabad district,Hamal Street,37.19,37.19
1263,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1264,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
1265,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
1266,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
1267,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
1268,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
1269,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
1270,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Hamal Street,45.0,45.0
1271,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1272,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,8th quarter,70.0,70.0
1273,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Hamal Street,43.0,43.0
1274,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
1275,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
1276,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1277,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1278,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Hamal Street,37.0,37.0
1279,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
1280,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1281,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Hamal Street,130.0,130.0
1282,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
1283,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
1284,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
1285,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1286,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
1287,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Yunusabad district,Hamal Street,34.61,34.61
1288,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1289,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
1290,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1291,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
1292,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
1293,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Mirabad district,Hamal Street,83.88,83.88
1294,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
1295,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
1296,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1297,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
1298,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1299,2,Rough finish,Monolythic,0,89852.95,0,8,11,Tashkent city,Mirabad district,Hamal Street,72.82,72.82
1300,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
1301,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1302,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1303,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Hamal Street,37.0,37.0
1304,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,residential complex Parkent Village,74.0,74.0
1305,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Street Kipchak,43.0,43.0
1306,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
1307,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
1308,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
1309,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
1310,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1311,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Hamal Street,128.0,128.0
1312,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Hamal Street,130.0,130.0
1313,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
1314,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
1315,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1316,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
1317,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,1st quarter,78.0,78.0
1318,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Yunusabad district,Hamal Street,150.0,150.0
1319,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
1320,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
1321,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1322,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
1323,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1324,1,Rough finish,Monolythic,0,45888.92,0,4,11,Tashkent city,Mirabad district,Hamal Street,37.19,37.19
1325,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Mirabad district,Hamal Street,53.12,53.12
1326,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1327,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1328,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Hamal Street,37.0,37.0
1329,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,Hamal Street,74.0,74.0
1330,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Hamal Street,43.0,43.0
1331,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Mirzo-Ulugbek district,Avihon street,76.6,76.6
1332,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Hamal Street,78.0,78.0
1333,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
1334,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
1335,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
1336,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Hamal Street,128.0,128.0
1337,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Orthodpinsky district,Hamal Street,150.0,150.0
1338,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
1339,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
1340,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1341,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
1342,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,Hamal Street,78.0,78.0
1343,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
1344,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
1345,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,45.0,45.0
1346,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
1347,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
1348,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Hamal Street,43.0,43.0
1349,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Mirabad district,Hamal Street,68.29,68.29
1350,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Yunusabad district,Hamal Street,83.88,83.88
1351,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
1352,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
1353,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Saram Street,37.0,37.0
1354,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,Hamal Street,74.0,74.0
1355,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Hamal Street,43.0,43.0
1356,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Yunusabad district,Hamal Street,34.61,34.61
1357,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Hamal Street,78.0,78.0
1358,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
1359,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
1360,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
1361,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
1362,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
1363,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1364,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
1365,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
1366,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
1367,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,Hamal Street,78.0,78.0
1368,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
1369,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
1370,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Hamal Street,45.0,45.0
1371,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1372,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
1373,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1374,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
1375,2,Rough finish,Monolythic,1,65545.02,0,10,11,Tashkent city,Yunusabad district,Hamal Street,53.12,53.12
1376,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1377,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1378,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
1379,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,Hamal Street,74.0,74.0
1380,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Street Kipchak,43.0,43.0
1381,3,Rough finish,Monolythic,1,103499.94,0,7,11,Tashkent city,Yunusabad district,Hamal Street,83.88,83.88
1382,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
1383,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,Hamal Street,73.0,73.0
1384,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
1385,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Yunusabad district,2nd quarter,50.0,50.0
1386,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
1387,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
1388,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1389,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Hamal Street,63.0,63.0
1390,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1391,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
1392,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
1393,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
1394,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
1395,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Hamal Street,45.0,45.0
1396,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
1397,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
1398,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Hamal Street,43.0,43.0
1399,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Mirabad district,Hamal Street,68.29,68.29
1400,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Hamal Street,130.0,130.0
1401,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
1402,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
1403,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Hamal Street,37.0,37.0
1404,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,Hamal Street,74.0,74.0
1405,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Street Kipchak,43.0,43.0
1406,1,Rough finish,Monolythic,1,42705.45,0,3,11,Tashkent city,Mirabad district,Hamal Street,34.61,34.61
1407,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
1408,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
1409,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
1410,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
1411,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Hamal Street,128.0,128.0
1412,5,Euro renovation,Brick,1,165000.0,1,5,6,Tashkent city,Orthodpinsky district,Hamal Street,150.0,150.0
1413,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,Hamal Street,100.0,100.0
1414,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
1415,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
1416,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Hamal Street,52.0,52.0
1417,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yunusabad district,1st quarter,78.0,78.0
1418,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
1419,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,3rd passage Nizbek Yuli,116.0,116.0
1420,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Yunusabad district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
1421,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,50.0,50.0
1422,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Chilanzar district,Hamal Street,70.0,70.0
1423,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Yunusabad district,Akkurgan street,43.0,43.0
1424,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
1425,3,Author's design,Panel,1,185000.0,1,8,9,Tashkent city,Mirabad district,Aybek Street,130.0,130.0
1426,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
1427,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1428,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Mirzo-Ulugbek district,Hamal Street,37.0,37.0
1429,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yunusabad district,Hamal Street,74.0,74.0
1430,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yangikhayat district,Street Kipchak,43.0,43.0
1431,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Kushchinor,70.0,70.0
1432,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Hamal Street,78.0,78.0
1433,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yunusabad district,residential complex Shanghai resident,73.0,73.0
1434,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,56.0,56.0
1435,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1436,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Yunusabad district,Street Nukus,128.0,128.0
1437,2,Euro renovation,Monolythic,1,72000.0,0,15,16,Tashkent city,Mirzo-Ulugbek district,Avihon street,76.6,76.6
1438,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1439,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
1440,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Hamal Street,50.0,50.0
1441,2,Euro renovation,Brick,1,81000.0,0,4,4,Tashkent city,Yunusabad district,Massive Kashgar,52.0,52.0
1442,3,Author's design,Panel,0,90000.0,1,2,5,Tashkent city,Yashnobodsky district,1st quarter,78.0,78.0
1443,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Yunusabad district,Hamal Street,60.98,60.98
1444,4,Author's design,Brick,1,215000.0,1,8,10,Tashkent city,Yunusabad district,Hamal Street,116.0,116.0
1445,3,Author's design,Panel,0,63500.0,0,3,4,Tashkent city,Chilanzar district,Makhalinsky gathering of Ak-Tepa citizens,45.0,45.0
1446,2,Euro renovation,Panel,1,62750.0,1,3,4,Tashkent city,Yunusabad district,Hamal Street,50.0,50.0
1447,3,Euro renovation,Brick,1,87000.0,0,4,4,Tashkent city,Yunusabad district,8th quarter,70.0,70.0
1448,2,Medium,Brick,0,61000.0,0,3,5,Tashkent city,Mirzo-Ulugbek district,Akkurgan street,43.0,43.0
1449,2,Rough finish,Monolythic,0,84263.36,0,10,11,Tashkent city,Yunusabad district,Hamal Street,68.29,68.29
1450,2,Rough finish,Monolythic,1,75243.52,0,8,11,Tashkent city,Mirabad district,Hamal Street,60.98,60.98
1451,1,Requires repairs,Other,0,82000.0,0,1,4,Tashkent city,Yunusabad district,Makhalinsky gathering of citizens Bogishamol,43.0,43.0
1452,4,Requires repairs,Brick,0,145000.0,1,1,4,Tashkent city,Yunusabad district,11th quarter,100.0,100.0
1453,1,Author's design,Brick,1,75000.0,1,8,9,Tashkent city,Yunusabad district,Saram Street,37.0,37.0
1454,3,Euro renovation,Brick,1,125000.0,1,4,5,Tashkent city,Yashnobodsky district,residential complex Parkent Village,74.0,74.0
1455,2,Medium,Brick,1,46000.0,1,7,9,Tashkent city,Yunusabad district,Street Kipchak,43.0,43.0
1456,3,Euro renovation,Brick,0,90000.0,1,1,5,Tashkent city,Yunusabad district,Hamal Street,70.0,70.0
1457,3,Euro renovation,Panel,1,80000.0,1,3,5,Tashkent city,Sergeli district,Makhalinsky gathering of citizens Halkobod,78.0,78.0
1458,2,Rough finish,Block,0,58400.0,0,4,9,Tashkent city,Yashnobodsky district,Hamal Street,73.0,73.0
1459,2,Euro renovation,Brick,1,67800.0,1,3,4,Tashkent city,Yunusabad district,Bogishamol street,56.0,56.0
1460,2,Euro renovation,Panel,1,68900.0,1,3,4,Tashkent city,Chilanzar district,2nd quarter,50.0,50.0
1461,3,Euro renovation,Monolythic,1,180000.0,0,4,12,Tashkent city,Mirabad district,Street Nukus,128.0,128.0
1462,1,Rough finish,Monolythic,1,49837.42,0,10,11,Tashkent city,Mirabad district,Hamal Street,40.39,40.39
1463,3,Author's design,Brick,1,190000.0,0,6,10,Tashkent city,Yunusabad district,5th passage Nizbek Yuli,100.0,100.0
1464,2,Euro renovation,Panel,1,96000.0,1,6,9,Tashkent city,Yunusabad district,Massive Kashgar,63.0,63.0
1465,2,Euro renovation,Panel,1,69900.0,1,4,4,Tashkent city,Chilanzar district,Makhalinsky gathering of citizens of Qatartal,50.0,50.0
